churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,web_user,app_web_user,ios_user,registered_phones,payment_type,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,reward_rate
0,21.0,R,0.0,3,1,7,1,0,0,0,0,0,na,0,0,0,0,0,0.1
1,44.0,na,0.0,0,0,0,0,0,0,0,1,0,Monthly,0,0,0,0,0,0.73
0,31.0,R,515.0,17,2,75,17,0,1,1,1,2,Weekly,0,0,0,0,0,1.13
0,67.0,O,499.0,0,0,41,0,0,1,1,1,2,na,0,0,0,0,0,0.92
1,26.0,R,571.0,23,2,34,23,0,0,0,0,0,Monthly,0,0,0,0,0,0.67
0,37.0,R,505.0,0,0,58,0,0,0,0,1,2,Bi-Weekly,0,0,0,0,0,1.3
1,29.0,na,499.0,12,0,32,12,0,0,0,1,0,Bi-Weekly,0,0,0,1,0,0.63
1,37.0,R,545.0,7,2,89,7,0,1,1,0,0,Weekly,0,0,0,0,0,0.63
1,24.0,R,543.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,1,0,0,0,0.87
0,30.0,na,490.0,0,0,5,0,0,0,0,0,0,Weekly,0,0,0,0,0,0.06999999999999999
0,49.0,na,492.0,5,0,20,5,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.79
1,38.0,R,552.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,1,1.53
1,47.0,na,0.0,0,0,0,0,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.0
0,45.0,na,0.0,0,0,48,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.0699999999999998
0,30.0,na,506.0,0,0,32,0,0,1,1,0,2,na,0,0,0,1,0,0.9
0,25.0,na,546.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.53
0,34.0,O,0.0,1,0,99,1,0,1,1,1,4,Monthly,0,0,0,0,0,1.87
0,43.0,na,0.0,0,0,0,0,0,1,0,0,0,na,0,0,0,0,0,0.0
1,32.0,R,496.0,0,0,0,0,0,1,1,1,2,Semi-Monthly,0,0,0,1,0,0.43
0,58.0,na,0.0,0,0,7,0,0,1,1,1,2,Monthly,0,0,0,0,0,0.06999999999999999
0,26.0,R,591.0,1,0,39,1,0,0,0,0,0,Weekly,0,0,0,0,0,1.33
0,27.0,na,551.0,1,0,1,1,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.03
1,26.0,R,529.0,1,0,42,1,0,0,0,0,0,na,0,0,0,0,0,1.23
0,46.0,na,0.0,1,1,17,1,0,0,0,1,0,Monthly,0,0,0,0,1,0.47
0,22.0,R,522.0,0,0,13,0,0,1,1,0,2,na,0,0,0,0,0,0.13
0,35.0,na,518.0,0,0,4,0,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,1.97
0,26.0,na,445.0,1,0,3,1,0,0,0,0,0,na,0,0,0,0,0,0.15
0,26.0,R,568.0,4,0,78,4,0,1,1,0,0,Weekly,0,0,0,1,0,1.77
0,32.0,na,0.0,0,0,0,0,0,1,1,1,0,Semi-Monthly,0,0,0,0,0,2.13
0,26.0,R,500.0,18,4,173,18,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,2.2
0,30.0,R,505.0,5,0,22,5,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,0.3
0,42.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,41.0,na,0.0,0,0,3,0,0,1,1,1,0,Semi-Monthly,0,0,0,0,0,0.03
1,27.0,R,522.0,4,0,0,4,0,0,0,1,0,Weekly,0,0,0,1,0,2.13
1,25.0,R,587.0,0,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.63
0,25.0,na,456.0,2,1,29,2,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.56
0,26.0,R,0.0,0,0,92,0,0,0,0,0,2,Bi-Weekly,0,0,0,1,0,1.53
0,27.0,R,465.0,2,1,12,2,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.8800000000000002
0,35.0,na,504.0,0,0,26,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.95
0,36.0,na,573.0,1,0,11,1,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.31
1,22.0,na,614.0,1,1,1,1,0,0,0,0,0,na,0,0,0,0,0,0.25
0,49.0,na,481.0,3,3,3,3,0,1,1,1,2,Bi-Weekly,0,0,0,0,0,0.06999999999999999
0,29.0,na,0.0,0,0,0,0,0,0,0,0,2,Weekly,0,0,0,0,0,1.4
1,26.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,62.0,na,552.0,0,0,0,0,5,1,1,1,0,Monthly,0,0,0,0,1,0.5
1,30.0,na,0.0,0,0,1,0,0,0,0,1,0,na,0,0,0,0,0,0.06999999999999999
1,22.0,na,527.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.0
1,23.0,na,482.0,0,0,0,0,0,1,1,0,0,Weekly,0,0,0,0,0,0.0
0,23.0,na,0.0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,0,0,0.0
0,40.0,R,0.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.8
0,35.0,R,0.0,0,0,0,0,1,0,0,1,0,na,0,0,0,0,0,2.2
0,29.0,na,559.0,0,0,1,0,0,0,0,1,0,Bi-Weekly,0,0,0,1,0,0.03
1,61.0,O,562.0,0,0,0,0,0,1,1,0,0,Semi-Monthly,0,1,0,0,0,1.3
0,47.0,R,562.0,0,0,0,0,0,1,1,1,0,Weekly,0,0,0,1,0,1.73
0,31.0,R,616.0,1,1,69,1,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,1.37
1,23.0,na,474.0,0,0,5,0,0,1,1,1,2,Bi-Weekly,0,0,0,0,0,0.0
0,22.0,na,0.0,0,0,35,0,0,1,1,0,2,Semi-Monthly,0,0,0,0,0,0.42
0,27.0,R,565.0,0,0,30,0,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,0.77
1,31.0,na,0.0,0,0,0,0,0,1,0,0,0,Semi-Monthly,1,0,0,0,0,0.0
0,49.0,na,592.0,0,0,69,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.87
0,27.0,na,605.0,0,0,5,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.16999999999999998
1,35.0,na,575.0,0,0,7,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.08
1,29.0,na,0.0,30,1,90,30,0,0,0,1,0,Monthly,0,0,0,0,0,1.1
0,44.0,na,0.0,1,1,4,1,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.0
1,21.0,na,456.0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,0,0,0.0
1,35.0,R,476.0,4,2,79,4,0,1,1,1,0,Semi-Monthly,0,0,0,0,0,1.73
0,26.0,na,485.0,0,0,70,0,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,1.5
1,29.0,O,439.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,1,0,0,2.64
0,29.0,na,0.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.47
0,26.0,na,503.0,0,0,1,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,0.0
0,29.0,na,536.0,0,0,46,0,0,1,1,0,2,na,0,0,0,0,0,1.03
0,28.0,R,579.0,26,0,64,26,0,1,1,0,2,Bi-Weekly,0,0,0,0,0,1.93
0,41.0,R,603.0,37,3,91,37,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,1.97
0,52.0,R,393.0,0,0,231,0,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,2.07
0,38.0,na,0.0,0,0,26,0,0,0,0,0,2,na,0,0,0,0,0,1.4300000000000002
0,36.0,na,0.0,0,0,5,0,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,0.83
0,26.0,R,748.0,0,0,37,0,0,1,1,0,0,Weekly,0,0,0,0,0,1.0
0,71.0,na,0.0,1,0,4,1,0,1,1,1,0,Monthly,0,0,0,0,0,0.67
0,24.0,R,588.0,0,0,17,0,0,1,1,0,0,Monthly,0,0,0,0,0,0.43
0,52.0,na,556.0,0,0,67,0,0,1,1,1,2,Semi-Monthly,0,0,0,1,0,0.73
0,31.0,R,562.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,1.27
0,25.0,na,0.0,0,0,4,0,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,0.06999999999999999
1,25.0,na,575.0,0,0,27,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,0.4
0,29.0,R,486.0,2,0,132,2,0,0,0,0,0,Semi-Monthly,0,0,0,0,1,2.23
0,42.0,na,488.0,0,0,42,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,1.0
1,30.0,R,461.0,0,0,0,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.8
0,20.0,R,0.0,0,0,0,0,0,1,0,0,0,Semi-Monthly,0,0,0,1,0,0.0
0,50.0,na,499.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,23.0,na,541.0,0,0,51,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.93
0,24.0,R,0.0,7,1,14,7,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.86
0,31.0,R,463.0,6,1,54,6,0,0,0,0,2,Weekly,0,0,0,0,0,1.6
1,30.0,na,0.0,0,0,14,0,0,0,0,1,2,Weekly,0,0,0,1,0,0.2
1,28.0,R,555.0,0,0,0,0,0,0,0,0,0,Weekly,0,0,0,0,0,0.5700000000000001
1,45.0,na,552.0,0,0,0,0,0,1,1,1,0,Weekly,0,0,0,0,0,1.0
0,49.0,R,502.0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,1,0,1.53
1,47.0,R,537.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,1.27
0,31.0,R,662.0,0,0,0,0,0,0,0,1,0,Semi-Monthly,0,0,0,0,0,1.93
0,27.0,R,522.0,3,0,37,3,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.4
0,48.0,R,477.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,1,1,0,0,0,0.93
1,50.0,R,494.0,1,0,189,1,0,1,1,1,3,Weekly,0,0,0,0,0,2.07
1,25.0,R,571.0,1,0,1,1,0,0,0,1,0,Weekly,0,0,0,0,0,0.03
0,24.0,R,559.0,43,0,114,43,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,1.83
1,21.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,35.0,na,0.0,0,0,1,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,23.0,R,515.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,2.0
1,27.0,na,0.0,0,0,7,0,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,0.03
1,30.0,na,601.0,0,0,9,0,0,1,1,1,2,na,0,0,0,0,0,1.67
0,30.0,na,496.0,0,0,2,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.33
0,44.0,na,611.0,55,1,69,55,0,0,0,0,0,na,0,0,0,0,0,1.9
1,26.0,na,547.0,0,0,13,0,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.3
1,22.0,na,0.0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,0,0,0.0
0,46.0,na,632.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.63
0,32.0,O,544.0,0,0,5,0,0,0,0,1,0,na,0,0,0,0,0,0.33
0,58.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
1,27.0,na,0.0,0,0,0,0,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.1
0,34.0,na,560.0,2,0,57,2,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.23
1,38.0,R,622.0,0,0,0,0,0,1,1,1,0,Semi-Monthly,0,1,0,0,0,0.87
1,37.0,na,455.0,0,0,0,0,0,1,1,0,0,na,0,0,0,0,0,0.7
1,26.0,na,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,0.2
0,36.0,na,0.0,3,1,28,3,0,1,1,1,0,Weekly,0,0,0,0,0,0.76
1,51.0,R,0.0,15,2,198,15,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,2.23
1,24.0,R,535.0,0,0,0,0,0,1,1,0,0,Semi-Monthly,0,0,0,0,0,2.17
0,28.0,R,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,2.13
0,24.0,R,0.0,4,1,28,4,0,0,0,0,0,Weekly,0,0,0,0,0,0.58
1,37.0,R,474.0,8,0,12,8,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,2.17
1,31.0,na,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,0.5700000000000001
0,24.0,R,520.0,6,0,95,6,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.87
0,34.0,na,0.0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,1,0,0.0
0,23.0,R,640.0,10,5,49,10,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.77
0,32.0,na,0.0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,0,0,0.0
0,28.0,na,536.0,0,0,0,0,0,0,0,0,2,na,0,0,0,0,0,0.0
1,21.0,R,0.0,0,0,0,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.0
0,37.0,na,0.0,0,0,1,0,0,1,1,1,2,Bi-Weekly,0,0,0,0,0,0.04
0,28.0,na,615.0,0,0,0,0,2,1,1,1,0,Bi-Weekly,0,0,0,0,0,2.2
1,22.0,na,0.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,0.6
1,20.0,na,570.0,0,0,0,0,0,1,1,1,0,Weekly,0,0,0,1,0,0.0
1,51.0,na,535.0,0,0,0,0,0,0,0,1,3,Monthly,0,0,0,0,0,0.0
0,41.0,na,447.0,2,0,72,2,0,1,1,0,0,Weekly,0,0,0,1,0,1.5699999999999998
0,38.0,R,465.0,1,0,51,1,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.96
0,35.0,R,602.0,1,0,0,1,1,0,0,0,0,Bi-Weekly,0,0,0,0,0,2.4
1,21.0,R,621.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,2.37
0,31.0,na,597.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,25.0,na,544.0,0,0,41,0,0,1,1,1,0,Weekly,0,0,0,0,0,0.97
0,51.0,na,683.0,16,4,16,16,0,1,1,1,2,Bi-Weekly,0,0,0,0,0,0.5
0,19.0,R,647.0,18,2,105,17,0,0,0,1,0,Weekly,0,0,0,0,0,1.23
1,37.0,na,399.0,3,0,14,3,0,0,0,1,0,na,0,0,0,0,0,1.0
0,31.0,R,0.0,0,0,87,0,0,0,0,0,3,Weekly,0,0,0,0,0,1.4
0,24.0,R,596.0,0,0,99,0,0,1,1,0,3,Bi-Weekly,0,0,0,0,0,2.17
0,21.0,R,610.0,0,0,135,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,2.1
0,27.0,na,0.0,0,0,1,0,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.2
1,23.0,O,626.0,0,0,56,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.3
0,25.0,na,402.0,5,2,14,5,0,0,0,1,0,Bi-Weekly,0,0,0,1,0,0.33
0,23.0,O,506.0,0,0,15,0,0,1,1,1,3,Bi-Weekly,0,0,0,1,0,0.8
0,40.0,na,531.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,1.6
1,29.0,na,461.0,10,0,15,10,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.43
0,43.0,na,0.0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,1,0,0.0
1,24.0,na,493.0,0,0,3,0,0,1,1,0,3,na,0,0,0,0,0,0.06999999999999999
1,40.0,na,0.0,0,0,3,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.0
0,37.0,na,0.0,3,1,49,3,0,0,0,0,2,Monthly,0,0,0,1,0,1.2
1,21.0,R,500.0,33,1,83,32,0,1,1,0,0,Weekly,0,0,0,0,0,0.67
0,29.0,R,0.0,2,0,80,2,0,0,0,1,0,na,0,0,1,0,0,1.03
1,30.0,na,604.0,0,0,34,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.5
1,19.0,na,453.0,0,0,1,0,0,1,1,0,2,Monthly,0,0,0,0,0,0.0
0,23.0,O,362.0,5,1,47,5,0,1,1,1,2,Weekly,0,0,0,0,0,0.83
0,25.0,R,425.0,1,0,24,1,0,1,1,0,0,Weekly,0,0,0,0,0,0.92
1,48.0,R,506.0,6,1,43,6,0,1,1,1,0,Bi-Weekly,0,0,0,1,1,0.63
1,21.0,na,0.0,0,0,15,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.5
0,22.0,na,590.0,0,0,3,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.25
1,25.0,na,533.0,0,0,8,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.16999999999999998
1,34.0,R,428.0,1,0,15,1,0,1,1,1,2,Weekly,0,0,0,0,0,0.7
1,26.0,na,0.0,0,0,0,0,0,1,1,1,0,Weekly,0,0,0,0,0,0.03
1,26.0,na,591.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,1,0,1,0,1.83
0,23.0,na,0.0,0,0,5,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.8
0,50.0,R,434.0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,0,1.3
1,25.0,na,523.0,0,0,29,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.67
1,20.0,na,648.0,0,0,14,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,0.5700000000000001
1,33.0,na,598.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,0.27
0,30.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
1,26.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,1,0,0.0
0,30.0,R,498.0,17,3,27,17,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,0.6
0,25.0,R,544.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.73
1,22.0,R,530.0,1,0,13,1,0,0,0,0,0,Semi-Monthly,0,0,0,0,0,1.33
1,33.0,R,0.0,1,0,5,1,0,1,1,1,0,na,1,0,0,0,0,0.5
0,47.0,O,554.0,10,0,70,10,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.5
0,58.0,R,554.0,5,2,77,5,0,1,1,0,0,Weekly,0,0,0,0,0,1.73
0,29.0,na,499.0,1,0,2,1,0,1,1,0,0,Weekly,0,0,0,0,0,0.06999999999999999
1,31.0,O,560.0,2,0,111,2,0,1,1,1,0,na,0,0,0,0,0,1.47
0,60.0,na,541.0,0,0,0,0,0,1,1,1,0,Monthly,0,0,0,0,0,1.93
1,58.0,R,0.0,1,0,90,1,0,1,1,0,0,Bi-Weekly,0,0,0,0,1,0.7
0,28.0,na,565.0,4,1,86,4,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.3
0,25.0,O,0.0,2,1,21,2,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.75
1,22.0,na,437.0,0,0,1,0,0,0,0,1,0,Semi-Monthly,0,0,0,0,0,0.0
1,26.0,R,524.0,0,0,0,0,0,1,1,0,0,Weekly,0,0,0,1,0,0.97
0,28.0,na,545.0,0,0,4,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.1
1,40.0,na,581.0,0,0,0,0,1,1,1,1,2,Weekly,0,0,0,0,0,0.67
0,34.0,R,569.0,0,0,0,0,0,1,1,1,2,Semi-Monthly,0,0,0,0,0,1.87
0,24.0,na,559.0,0,0,0,0,2,1,1,1,0,Weekly,0,0,0,0,0,1.93
0,23.0,na,561.0,0,0,14,0,0,0,0,1,0,Weekly,0,0,0,0,0,0.3
0,42.0,R,0.0,3,0,29,3,0,1,1,0,0,Weekly,0,0,0,0,1,0.73
0,21.0,R,523.0,50,0,53,50,0,0,0,0,0,na,0,0,0,0,0,2.1
0,23.0,na,0.0,0,0,6,0,0,0,0,0,0,Weekly,0,0,0,0,0,0.67
1,21.0,na,0.0,0,0,0,0,0,0,0,1,0,Monthly,0,0,0,0,0,0.0
0,28.0,R,571.0,1,1,27,1,0,0,0,0,0,Weekly,0,0,0,0,0,0.53
0,25.0,R,492.0,3,1,62,3,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.53
0,29.0,na,483.0,0,0,8,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.56
0,20.0,O,0.0,48,2,111,47,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,1.7
1,21.0,na,583.0,1,0,3,1,0,1,1,0,0,Bi-Weekly,0,0,1,0,0,0.0
0,25.0,na,519.0,0,0,9,0,0,1,1,0,0,Weekly,0,0,0,1,0,0.11
1,34.0,R,509.0,0,0,0,0,0,0,0,0,3,na,0,0,0,0,0,1.83
1,55.0,na,464.0,0,0,0,0,0,1,1,1,0,na,0,0,0,1,0,0.43
1,42.0,na,613.0,0,0,0,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,2.23
1,28.0,O,0.0,0,0,14,0,0,0,0,1,2,Bi-Weekly,0,0,0,0,0,0.75
0,26.0,na,493.0,0,0,17,0,0,1,1,1,0,Monthly,0,0,0,0,0,0.37
0,18.0,R,640.0,0,0,0,0,0,1,1,0,2,na,0,1,0,1,0,1.5
1,46.0,na,0.0,1,0,6,1,0,1,1,1,0,Weekly,0,0,0,0,0,0.27
1,24.0,na,0.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,1,0,1,0,0.13
1,29.0,R,616.0,0,0,77,0,0,1,1,1,2,Weekly,0,0,0,0,0,0.87
0,19.0,na,0.0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,0,0,0.0
0,44.0,na,527.0,60,11,92,60,0,1,1,1,4,Bi-Weekly,0,0,0,0,0,2.0
1,22.0,na,473.0,0,0,2,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.0
0,39.0,O,566.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,1,0,2.03
0,45.0,R,463.0,1,0,50,1,5,0,0,1,0,Bi-Weekly,0,0,0,0,0,2.2
0,46.0,O,568.0,1,0,56,1,0,1,1,1,2,Bi-Weekly,0,0,0,1,0,1.27
1,59.0,na,0.0,0,0,0,0,0,0,0,1,0,Monthly,0,0,0,0,0,0.0
0,19.0,R,520.0,3,1,15,3,0,0,0,0,2,Semi-Monthly,0,0,0,0,0,0.24
0,22.0,na,520.0,0,0,9,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.18
0,24.0,R,505.0,4,0,91,4,0,0,0,0,0,Weekly,0,0,0,1,0,1.9
1,29.0,R,603.0,3,2,16,3,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.33
0,34.0,na,478.0,2,1,76,2,0,1,1,1,3,na,0,0,0,0,0,1.4
1,32.0,na,0.0,0,0,24,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,0.73
1,21.0,na,578.0,0,0,6,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.06999999999999999
1,20.0,na,0.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,1,0,0.0
1,29.0,na,547.0,0,0,0,0,1,1,1,0,0,Weekly,0,0,0,0,0,0.87
0,24.0,R,494.0,0,0,9,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.9
0,46.0,na,570.0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,0,0,0,0,0.87
0,32.0,R,543.0,0,0,0,0,0,1,1,1,2,Monthly,0,0,0,0,0,2.0
0,51.0,na,0.0,0,0,0,0,0,1,0,0,0,Monthly,0,0,0,1,0,0.0
1,20.0,na,0.0,0,0,0,0,1,1,1,1,2,Weekly,0,0,0,0,0,1.4
0,26.0,R,610.0,3,3,114,3,0,1,1,0,0,Monthly,0,0,0,0,0,2.0
0,25.0,na,518.0,0,0,175,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,1.97
1,35.0,na,716.0,7,0,67,7,0,1,1,1,0,Semi-Monthly,0,0,0,0,0,1.87
1,37.0,R,524.0,0,0,0,0,0,0,0,1,0,Bi-Weekly,0,0,0,0,0,1.67
1,19.0,na,0.0,0,0,5,0,0,1,1,1,0,Weekly,0,0,0,0,0,0.38
1,38.0,R,563.0,3,0,58,3,0,1,1,1,0,na,0,0,0,0,0,1.1
0,28.0,R,499.0,0,0,0,0,0,1,1,0,0,Bi-Weekly,0,0,0,0,0,2.2
0,36.0,na,519.0,0,0,19,0,0,0,0,1,0,Bi-Weekly,0,0,0,1,0,0.43
0,44.0,R,572.0,26,3,56,26,0,1,1,0,0,na,0,0,0,0,0,0.97
0,28.0,R,559.0,0,0,108,0,0,0,0,1,0,Bi-Weekly,0,0,0,1,0,2.07
0,29.0,na,0.0,0,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0.0
1,40.0,na,495.0,1,0,0,0,1,1,1,1,0,Weekly,0,0,0,0,0,1.2
0,68.0,O,527.0,0,0,56,0,0,1,1,0,0,na,0,0,0,0,0,1.13
0,19.0,na,0.0,0,0,52,0,0,0,0,1,3,Semi-Monthly,0,0,0,1,0,0.9
0,43.0,na,0.0,0,0,3,0,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.06999999999999999
1,26.0,na,580.0,2,1,5,2,0,1,1,0,0,Semi-Monthly,0,0,0,1,0,0.1
0,23.0,na,434.0,0,0,8,0,0,0,0,0,0,na,0,0,0,0,0,0.27
1,51.0,na,0.0,0,0,1,0,0,1,1,1,0,Semi-Monthly,0,0,0,1,0,0.0
1,22.0,R,505.0,3,0,16,3,0,0,0,0,2,Weekly,0,0,0,1,0,0.77
0,23.0,na,508.0,0,0,0,0,0,0,0,0,2,Bi-Weekly,0,0,0,0,0,0.87
1,23.0,na,0.0,0,0,0,0,0,0,0,0,0,Weekly,0,0,0,0,0,0.0
0,20.0,R,571.0,1,0,89,1,0,1,1,1,0,Bi-Weekly,0,0,0,1,0,1.6
0,62.0,na,0.0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,0,0.0
1,49.0,na,0.0,0,0,0,0,0,1,1,1,2,Weekly,0,0,0,0,0,0.03
0,45.0,na,0.0,0,0,0,0,0,1,0,0,0,Weekly,0,0,0,1,0,0.0
1,24.0,R,556.0,0,0,0,0,0,0,0,0,2,Weekly,0,0,0,0,0,0.23
0,34.0,na,577.0,9,1,39,9,0,1,1,1,2,na,0,0,0,0,0,0.7
0,25.0,na,599.0,0,0,17,0,0,1,1,0,0,Monthly,0,0,0,0,0,0.92
1,65.0,na,557.0,18,13,24,18,0,1,1,0,0,na,0,0,0,0,0,0.53
0,47.0,R,472.0,0,0,80,0,0,1,1,1,0,na,0,0,0,0,0,1.87
0,24.0,na,565.0,0,0,21,0,0,1,1,0,2,Semi-Monthly,0,0,0,1,0,0.5
1,30.0,R,551.0,4,0,34,4,0,1,1,1,0,Bi-Weekly,0,0,0,0,0,0.73
1,32.0,R,687.0,17,1,4,17,3,1,1,1,0,Weekly,0,0,0,0,0,0.97
