churn,age,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,web_user,app_web_user,ios_user,registered_phones,cancelled_loan,received_loan,rejected_loan,left_for_two_month_plus,left_for_one_month,reward_rate,housing_O,housing_R,housing_na,payment_type_Bi-Weekly,payment_type_Monthly,payment_type_Semi-Monthly,payment_type_Weekly,payment_type_na
1,23.0,646.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1
0,21.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,27.0,619.0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0.83,0,1,0,0,0,0,0,1
0,33.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,33.0,587.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.13,0,1,0,1,0,0,0,0
1,45.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,28.0,526.0,2,0,51,2,0,1,1,0,0,0,0,0,0,0,0.27,1,0,0,0,0,0,0,1
1,30.0,577.0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,2.53,0,1,0,0,0,0,1,0
0,32.0,550.0,26,0,113,25,0,1,1,1,0,0,0,0,0,0,1.87,0,1,0,0,0,0,1,0
0,35.0,0.0,6,1,64,6,0,1,1,0,2,0,0,0,0,0,1.0,0,1,0,0,0,1,0,0
1,31.0,620.0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1.83,0,1,0,1,0,0,0,0
0,27.0,571.0,1,0,18,1,0,1,1,1,0,0,0,0,0,0,0.79,0,1,0,1,0,0,0,0
0,37.0,553.0,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0.93,0,0,1,1,0,0,0,0
1,29.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,1,0,0,0,1,0
0,35.0,0.0,1,0,47,0,0,1,1,1,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0
0,33.0,525.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.53,0,0,1,0,0,0,1,0
1,31.0,0.0,22,0,51,20,0,0,0,0,2,0,0,0,1,0,1.77,0,0,1,1,0,0,0,0
1,46.0,567.0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,2.03,0,0,1,0,0,0,0,1
0,27.0,559.0,1,1,130,1,0,1,1,1,0,0,0,0,1,0,1.9,0,1,0,1,0,0,0,0
1,25.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,1,1,0,0,0,0
1,28.0,633.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,0,0,1,0,0,0,1,0
1,23.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
1,30.0,526.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2.13,0,1,0,0,0,1,0,0
0,27.0,603.0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1.6,0,1,0,0,0,0,1,0
1,21.0,634.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.23,0,1,0,1,0,0,0,0
0,41.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,1,1,0,0,0,0
1,26.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,0,0,0,0
0,41.0,487.0,7,2,102,7,0,0,0,1,2,0,1,0,0,1,1.87,1,0,0,0,0,0,1,0
0,33.0,588.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1.3,0,1,0,1,0,0,0,0
1,36.0,500.0,14,2,259,14,0,1,1,0,2,0,0,0,1,0,1.87,1,0,0,0,0,0,1,0
1,28.0,449.0,0,0,24,0,0,0,0,1,2,0,0,0,0,0,0.13,0,1,0,0,0,0,1,0
0,23.0,509.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.5,0,0,1,1,0,0,0,0
0,40.0,539.0,1,0,70,1,0,1,1,0,0,0,0,0,1,0,1.4300000000000002,0,0,1,0,0,0,1,0
1,26.0,0.0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0.06999999999999999,0,0,1,1,0,0,0,0
0,21.0,0.0,0,0,2,0,0,1,1,1,2,0,0,0,0,0,0.03,0,0,1,1,0,0,0,0
1,35.0,490.0,24,1,109,24,0,1,1,0,0,0,0,0,0,0,1.2,0,1,0,0,0,0,1,0
1,32.0,533.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1.97,0,1,0,1,0,0,0,0
0,31.0,461.0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0.33,0,0,1,0,1,0,0,0
0,52.0,513.0,11,2,160,10,0,1,1,0,2,0,0,0,0,0,2.1,0,1,0,1,0,0,0,0
0,28.0,608.0,11,3,61,10,0,0,0,0,2,0,0,0,0,0,1.2,0,1,0,1,0,0,0,0
1,25.0,570.0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1.03,0,1,0,1,0,0,0,0
0,26.0,594.0,1,0,99,1,0,0,0,0,0,0,0,0,1,0,2.07,0,0,1,1,0,0,0,0
1,25.0,540.0,0,0,57,0,0,1,1,0,2,0,0,0,0,0,0.83,0,1,0,1,0,0,0,0
0,25.0,446.0,1,0,45,1,0,0,0,0,0,0,0,0,1,0,1.3,0,0,1,1,0,0,0,0
1,32.0,0.0,1,0,37,1,0,1,1,1,3,0,0,0,1,0,0.1,0,0,1,0,1,0,0,0
1,22.0,454.0,2,1,15,2,0,0,0,0,0,0,0,0,0,0,0.4,0,1,0,0,0,0,1,0
1,37.0,630.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1.97,0,1,0,0,1,0,0,0
1,29.0,562.0,5,0,5,5,0,0,0,1,2,0,0,0,0,0,0.4,0,0,1,0,1,0,0,0
1,24.0,572.0,9,0,65,8,0,1,1,0,2,0,0,0,0,0,1.97,0,1,0,1,0,0,0,0
1,24.0,582.0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,2.23,0,1,0,0,0,0,1,0
1,38.0,475.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0.77,0,1,0,1,0,0,0,0
0,44.0,552.0,0,0,138,0,0,1,1,0,2,0,0,0,0,0,1.93,0,1,0,0,0,0,0,1
1,21.0,567.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1,0,0,1,0,0
1,23.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0,1,0
1,29.0,495.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0.93,0,1,0,0,0,0,0,1
0,66.0,0.0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1.23,0,0,1,1,0,0,0,0
1,48.0,540.0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1.6,0,0,1,0,0,1,0,0
1,32.0,457.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,1,0,0,1,0,0
1,19.0,554.0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0.1,0,0,1,1,0,0,0,0
0,44.0,561.0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0.0,0,1,0,0,0,0,1,0
1,28.0,0.0,1,1,29,1,0,0,0,1,0,0,0,0,0,0,0.94,0,1,0,0,0,0,0,1
1,32.0,0.0,7,1,34,7,0,1,1,1,0,0,0,0,0,0,0.37,0,1,0,1,0,0,0,0
0,26.0,556.0,40,0,87,40,0,1,1,1,0,0,0,0,0,0,1.67,0,1,0,0,0,0,0,1
1,23.0,567.0,0,0,36,0,0,0,0,1,2,0,0,0,0,0,1.13,0,1,0,1,0,0,0,0
0,38.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,1,0,1,0,0,0,0
1,26.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,1,0,0,0,1,0
1,22.0,475.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.33,0,0,1,0,0,0,1,0
0,31.0,533.0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0.03,0,0,1,0,0,0,0,1
0,24.0,604.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0
0,27.0,500.0,5,0,99,5,0,0,0,0,0,0,0,0,0,0,1.67,0,1,0,1,0,0,0,0
1,25.0,537.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,1,1,0,0,0,0
0,38.0,612.0,6,0,28,6,0,0,0,0,2,0,0,0,1,0,1.0699999999999998,0,1,0,1,0,0,0,0
1,38.0,513.0,52,2,200,42,0,1,1,1,2,0,0,0,0,0,1.77,0,1,0,0,0,0,0,1
1,24.0,539.0,3,2,8,3,0,1,1,1,0,0,0,0,0,0,0.55,0,1,0,0,0,0,0,1
0,33.0,512.0,0,0,59,0,0,1,1,0,2,0,0,0,0,0,1.8,0,0,1,0,0,0,1,0
1,35.0,595.0,9,2,22,9,0,1,1,1,0,0,0,0,0,0,0.77,0,1,0,1,0,0,0,0
0,42.0,576.0,43,0,58,42,0,1,1,0,0,0,0,0,0,0,2.23,0,1,0,1,0,0,0,0
0,39.0,515.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,1,0
0,45.0,0.0,0,0,8,0,0,1,1,1,0,0,0,0,0,0,0.75,0,1,0,1,0,0,0,0
0,23.0,0.0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,1
1,41.0,548.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.93,0,1,0,0,0,0,1,0
1,23.0,471.0,1,1,10,1,0,0,0,1,0,0,0,0,0,0,0.1,0,0,1,0,0,1,0,0
1,33.0,0.0,1,0,10,1,0,1,1,1,2,0,0,0,1,0,0.27,0,0,1,0,0,0,1,0
0,40.0,509.0,55,0,107,55,0,1,1,0,0,0,0,0,0,0,2.13,0,1,0,1,0,0,0,0
0,45.0,0.0,14,2,63,14,0,1,1,0,0,0,0,0,0,0,0.92,1,0,0,1,0,0,0,0
0,33.0,544.0,2,0,126,2,0,1,1,1,0,0,0,0,1,0,1.47,0,1,0,0,1,0,0,0
1,23.0,391.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.33,0,1,0,0,0,0,1,0
0,29.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
0,40.0,575.0,1,0,83,1,0,0,0,1,0,0,0,0,0,0,1.6,1,0,0,0,0,0,0,1
1,25.0,501.0,0,0,83,0,0,0,0,1,0,0,0,0,0,0,1.7,0,1,0,1,0,0,0,0
0,27.0,541.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,35.0,530.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,1,0
1,32.0,519.0,0,0,68,0,0,1,1,1,0,0,0,0,0,0,0.47,0,0,1,0,0,0,1,0
1,25.0,520.0,0,0,33,0,0,1,1,1,0,0,0,0,0,0,0.63,0,1,0,1,0,0,0,0
1,20.0,553.0,0,0,6,0,0,1,1,1,0,0,0,0,0,0,0.14,0,1,0,0,1,0,0,0
0,44.0,658.0,24,2,157,24,0,1,1,1,0,0,0,0,1,0,2.2,0,1,0,1,0,0,0,0
1,21.0,513.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0.37,0,0,1,0,0,0,1,0
1,43.0,493.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.7,1,0,0,1,0,0,0,0
0,25.0,617.0,1,0,49,1,0,1,1,0,0,0,0,0,0,0,2.0,0,1,0,1,0,0,0,0
0,24.0,0.0,0,0,19,0,0,0,0,1,3,0,0,0,0,0,0.5700000000000001,0,0,1,0,0,0,0,1
0,50.0,586.0,20,0,110,20,0,1,1,1,0,0,0,0,0,0,2.13,0,1,0,0,0,0,0,1
0,21.0,547.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,1,1,0,0,0,0
1,34.0,0.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.27,0,0,1,1,0,0,0,0
1,27.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,0,1,0
1,40.0,494.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.53,0,1,0,1,0,0,0,0
0,26.0,569.0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0.93,0,1,0,1,0,0,0,0
1,25.0,538.0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,2.23,0,1,0,1,0,0,0,0
0,37.0,526.0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0.27,0,1,0,0,0,1,0,0
0,51.0,606.0,4,1,21,4,0,1,1,1,2,0,0,0,0,0,1.6,0,1,0,1,0,0,0,0
0,36.0,671.0,0,0,7,0,0,1,1,1,0,0,0,0,0,0,0.13,0,0,1,1,0,0,0,0
0,46.0,0.0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0.06999999999999999,0,0,1,1,0,0,0,0
0,21.0,508.0,0,0,78,0,0,0,0,0,2,0,0,0,1,0,1.0,0,0,1,0,0,1,0,0
0,37.0,0.0,0,0,13,0,0,1,1,1,0,0,0,0,0,0,0.33,0,1,0,0,0,0,1,0
1,26.0,501.0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,1.23,0,0,1,1,0,0,0,0
1,34.0,547.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1,0,0,1,1,0,0,0,0
0,37.0,460.0,53,5,99,53,0,0,0,1,0,1,0,0,1,0,2.23,0,1,0,0,0,0,0,1
1,28.0,551.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0.0,0,0,1,0,1,0,0,0
0,32.0,557.0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0.03,0,0,1,0,0,0,1,0
0,26.0,600.0,0,0,37,0,0,0,0,0,0,0,0,0,1,0,0.8099999999999998,0,0,1,0,0,1,0,0
0,32.0,506.0,0,0,93,0,0,1,1,1,0,0,0,0,0,0,0.96,0,1,0,1,0,0,0,0
1,28.0,0.0,25,0,55,25,0,0,0,1,0,0,0,0,0,0,1.5699999999999998,0,1,0,1,0,0,0,0
0,56.0,587.0,2,0,108,2,0,1,1,0,0,0,0,0,0,0,1.87,0,1,0,0,1,0,0,0
1,24.0,539.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1
0,35.0,516.0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,1.97,0,0,1,1,0,0,0,0
0,17.0,0.0,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0.27,0,0,1,0,0,0,1,0
1,28.0,583.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.17,1,0,0,0,1,0,0,0
0,27.0,544.0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,1,0,0
0,47.0,636.0,0,0,63,0,0,0,0,1,3,0,0,0,0,0,2.0,0,0,1,0,0,1,0,0
1,46.0,548.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,1,0,0,1,0,0
1,21.0,495.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.23,0,0,1,0,0,0,0,1
0,33.0,601.0,11,3,27,11,1,1,1,1,0,0,0,0,1,0,2.03,0,1,0,1,0,0,0,0
0,29.0,521.0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,1.9,0,1,0,1,0,0,0,0
0,62.0,574.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.6,1,0,0,0,1,0,0,0
0,64.0,625.0,0,0,16,0,1,1,1,0,0,0,0,0,0,0,1.6,0,1,0,0,0,0,1,0
0,21.0,547.0,5,0,113,5,0,0,0,0,0,1,0,0,0,0,1.8,0,1,0,0,0,0,0,1
1,37.0,534.0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0.7,0,1,0,1,0,0,0,0
0,39.0,537.0,5,1,26,5,0,1,1,0,0,0,0,0,0,0,0.8199999999999998,0,0,1,0,0,0,0,1
0,27.0,578.0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0.23,0,0,1,0,1,0,0,0
0,34.0,442.0,0,0,71,0,0,1,1,0,0,0,0,0,0,0,1.13,0,1,0,0,1,0,0,0
0,23.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.4,0,1,0,0,0,1,0,0
0,26.0,0.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1.73,0,0,1,1,0,0,0,0
0,30.0,591.0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0.25,1,0,0,0,0,0,0,1
0,53.0,584.0,5,0,138,5,0,1,1,1,0,0,0,0,1,0,2.17,0,0,1,1,0,0,0,0
0,32.0,0.0,14,1,27,13,0,1,1,1,0,0,0,0,0,0,0.7,0,1,0,1,0,0,0,0
1,28.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1
0,26.0,442.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,28.0,544.0,0,0,49,0,0,1,1,0,0,0,0,0,0,0,1.0,0,1,0,1,0,0,0,0
0,33.0,0.0,0,0,74,0,0,0,0,0,0,0,0,0,1,0,1.73,0,0,1,0,0,1,0,0
0,27.0,490.0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,1.33,0,0,1,1,0,0,0,0
1,22.0,507.0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1.4300000000000002,0,0,1,0,0,0,1,0
1,28.0,486.0,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0.53,0,1,0,0,1,0,0,0
0,42.0,540.0,0,0,7,0,0,1,1,1,0,0,0,0,0,0,0.16999999999999998,0,0,1,1,0,0,0,0
0,40.0,493.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,1,0,0,1,0,0
0,24.0,0.0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,22.0,311.0,2,0,14,2,0,0,0,0,0,0,0,0,1,0,0.43,0,0,1,1,0,0,0,0
1,47.0,539.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0
1,25.0,581.0,2,0,27,2,0,1,1,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,0,1
1,45.0,570.0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0.2,0,0,1,0,0,0,0,1
1,19.0,575.0,1,0,62,1,0,1,1,1,2,0,0,0,0,0,1.13,0,1,0,0,0,0,1,0
1,35.0,0.0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1
0,35.0,587.0,0,0,48,0,0,0,0,0,2,0,0,0,0,0,1.33,0,1,0,1,0,0,0,0
0,25.0,427.0,18,3,79,18,0,1,1,0,0,0,0,0,0,0,1.47,0,0,1,0,0,1,0,0
0,28.0,555.0,13,0,192,13,0,0,0,0,0,0,0,0,0,0,2.17,0,1,0,1,0,0,0,0
1,28.0,415.0,0,0,22,0,0,0,0,0,0,0,0,0,1,0,1.2,0,0,1,1,0,0,0,0
1,22.0,581.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.93,0,1,0,1,0,0,0,0
1,24.0,570.0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0.47,0,0,1,1,0,0,0,0
0,21.0,0.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,1,1,0,0,0,0
1,26.0,413.0,10,0,27,10,0,0,0,0,0,0,0,0,0,0,0.47,0,1,0,0,0,0,1,0
0,23.0,506.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.1,0,0,1,1,0,0,0,0
1,43.0,640.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2.0,0,1,0,0,0,1,0,0
1,29.0,495.0,0,0,75,0,0,1,1,0,0,0,0,0,0,0,0.73,0,0,1,0,0,0,0,1
1,29.0,577.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.43,0,0,1,1,0,0,0,0
0,21.0,573.0,0,0,23,0,0,0,0,0,2,0,0,0,1,0,0.5700000000000001,0,0,1,1,0,0,0,0
1,26.0,566.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,1,1,0,0,0,0
1,42.0,578.0,1,0,11,1,0,1,1,1,0,0,0,0,0,0,4.0,0,0,1,1,0,0,0,0
1,40.0,0.0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,1,0
0,50.0,0.0,19,0,21,19,0,0,0,0,0,0,0,0,0,0,0.61,0,0,1,1,0,0,0,0
0,31.0,642.0,1,1,16,1,0,1,1,0,0,0,0,0,0,0,0.23,0,0,1,0,0,1,0,0
1,32.0,543.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.53,0,1,0,1,0,0,0,0
0,29.0,0.0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0.06999999999999999,0,0,1,0,1,0,0,0
0,24.0,518.0,31,2,73,31,0,1,1,1,0,0,0,0,1,0,1.1,0,1,0,0,0,0,1,0
0,32.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.33,0,1,0,0,0,0,1,0
1,42.0,570.0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,1.97,0,0,1,0,0,0,1,0
1,18.0,457.0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0.27,0,0,1,1,0,0,0,0
0,26.0,499.0,9,2,16,9,0,1,1,0,0,0,0,0,1,0,0.47,0,0,1,0,0,1,0,0
0,30.0,614.0,0,0,285,0,0,1,1,1,0,0,0,0,1,0,2.13,0,0,1,0,0,1,0,0
1,27.0,470.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.9,0,0,1,0,0,0,1,0
0,53.0,479.0,0,0,42,0,0,1,1,0,0,0,0,0,1,0,1.23,1,0,0,1,0,0,0,0
0,48.0,380.0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,2.5,0,1,0,0,0,1,0,0
1,31.0,393.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.67,0,0,1,0,0,0,0,1
0,28.0,514.0,21,5,148,20,0,0,0,0,0,0,0,0,0,0,2.1,0,1,0,1,0,0,0,0
1,24.0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,0
0,20.0,0.0,1,0,3,1,0,1,1,1,2,0,0,0,0,0,0.06999999999999999,0,1,0,0,1,0,0,0
0,21.0,0.0,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0.16999999999999998,0,0,1,1,0,0,0,0
1,32.0,0.0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,1.8,0,1,0,1,0,0,0,0
1,57.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,28.0,447.0,2,0,71,1,0,1,1,0,0,0,0,0,1,0,1.17,0,1,0,1,0,0,0,0
1,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
0,29.0,589.0,10,0,72,10,0,0,0,0,0,0,0,0,1,0,1.73,0,1,0,1,0,0,0,0
0,23.0,554.0,0,0,80,0,0,1,1,1,2,0,0,0,1,0,1.4300000000000002,0,0,1,0,0,0,1,0
0,24.0,606.0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1.5,1,0,0,1,0,0,0,0
1,29.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,1,0,0,0,0,1
1,47.0,0.0,0,0,58,0,0,1,1,0,0,0,0,0,0,0,0.83,0,0,1,1,0,0,0,0
0,23.0,534.0,5,0,15,5,0,0,0,1,0,0,0,0,0,0,0.71,0,1,0,1,0,0,0,0
1,32.0,569.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.47,0,1,0,1,0,0,0,0
0,55.0,595.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1.63,1,0,0,1,0,0,0,0
0,25.0,557.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,1,0,1,0,0,0,0
1,33.0,0.0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,1,0
0,42.0,586.0,4,0,210,2,0,1,1,1,0,0,0,0,1,0,1.97,0,0,1,1,0,0,0,0
1,34.0,564.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.93,0,0,1,0,0,0,0,1
1,39.0,608.0,0,0,0,0,3,1,1,1,3,0,0,0,0,0,1.93,0,1,0,0,0,0,0,1
0,28.0,547.0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2.13,0,1,0,0,0,0,1,0
1,23.0,532.0,1,1,25,1,0,0,0,0,0,0,0,0,0,0,0.33,1,0,0,0,0,0,1,0
0,32.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0
1,39.0,567.0,0,0,8,0,0,1,1,1,0,0,0,0,0,0,0.5,0,1,0,0,1,0,0,0
0,27.0,530.0,1,0,38,1,0,1,1,0,2,0,0,0,0,0,0.7,0,1,0,0,0,1,0,0
1,37.0,519.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.27,0,1,0,0,0,0,1,0
0,19.0,590.0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0.06,0,0,1,0,0,0,1,0
1,28.0,612.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.83,0,1,0,1,0,0,0,0
0,85.0,0.0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0.1,0,0,1,0,1,0,0,0
0,28.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03,0,0,1,0,0,0,0,1
1,27.0,419.0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0.13,1,0,0,0,0,0,0,1
1,19.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.73,0,0,1,0,0,1,0,0
0,21.0,516.0,0,0,23,0,0,1,1,0,0,0,0,0,0,0,0.53,0,0,1,0,1,0,0,0
0,45.0,454.0,4,2,26,4,0,1,1,1,5,0,0,0,1,0,0.43,0,1,0,0,1,0,0,0
0,51.0,0.0,5,0,6,5,0,0,0,1,0,0,0,0,0,0,0.4400000000000001,0,0,1,0,0,1,0,0
0,33.0,532.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.47,0,1,0,0,0,0,1,0
0,32.0,501.0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,1,0,0,0,0,1
0,22.0,605.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,1,0,0,0,1,0,0
0,50.0,467.0,2,0,105,2,0,1,1,1,0,0,0,0,0,0,2.17,0,1,0,0,1,0,0,0
0,28.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0,0
1,22.0,570.0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0.16999999999999998,0,0,1,1,0,0,0,0
0,29.0,536.0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0.2,0,1,0,0,0,1,0,0
1,28.0,545.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,1,1,0,0,0,0
0,37.0,745.0,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0.37,0,0,1,1,0,0,0,0
0,21.0,488.0,9,0,40,9,0,0,0,0,0,0,0,0,0,0,1.0,0,0,1,0,0,0,1,0
